# Copyright (C) 1991-2009 Altera Corporation
# Your use of Altera Corporation's design tools, logic functions 
# and other software and tools, and its AMPP partner logic 
# functions, and any output files from any of the foregoing 
# (including device programming or simulation files), and any 
# associated documentation or information are expressly subject 
# to the terms and conditions of the Altera Program License 
# Subscription Agreement, Altera MegaCore Function License 
# Agreement, or other applicable license agreement, including, 
# without limitation, that your use is for the sole purpose of 
# programming logic devices manufactured by Altera and sold by 
# Altera or its authorized distributors.  Please refer to the 
# applicable agreement for further details.

# Quartus II Version 9.0 Build 132 02/25/2009 SJ Web Edition
# File: C:\Users\ea924\Downloads\VGA_640x480_m4k\VGA_m4k\DE2_70_TOP.csv
# Generated on: Mon Jul 06 19:50:53 2020

# Note: The column header names should not be changed if you wish to import this .csv file into the Quartus II software.

To,Direction,Location,I/O Bank,VREF Group,I/O Standard,Reserved,Group,Current Strength,PCB layer
,Unknown,PIN_T26,6,B6_N0,,,,,
,Unknown,PIN_T25,6,B6_N0,,,,,
,Unknown,PIN_T24,6,B6_N0,,,,,
,Unknown,PIN_R28,5,B5_N3,,,,,
,Unknown,PIN_T23,5,B5_N3,,,,,
,Unknown,PIN_T22,5,B5_N3,,,,,
,Unknown,PIN_R24,5,B5_N3,,,,,
,Unknown,PIN_R26,5,B5_N3,,,,,
,Unknown,PIN_R27,5,B5_N3,,,,,
,Unknown,PIN_R23,5,B5_N3,,,,,
,Unknown,PIN_R22,5,B5_N3,,,,,
,Unknown,PIN_R25,5,B5_N3,,,,,
,Unknown,PIN_P29,5,B5_N3,,,,,
,Unknown,PIN_P30,5,B5_N3,,,,,
,Unknown,PIN_P28,5,B5_N3,,,,,
,Unknown,PIN_P27,5,B5_N3,,,,,
,Unknown,PIN_P26,5,B5_N3,,,,,
,Unknown,PIN_P25,5,B5_N3,,,,,
,Unknown,PIN_P24,5,B5_N3,,,,,
,Unknown,PIN_P23,5,B5_N3,,,,,
,Unknown,PIN_N28,5,B5_N3,,,,,
,Unknown,PIN_N29,5,B5_N3,,,,,
,Unknown,PIN_N25,5,B5_N2,,,,,
,Unknown,PIN_N24,5,B5_N2,,,,,
,Unknown,PIN_M29,5,B5_N2,,,,,
,Unknown,PIN_M30,5,B5_N2,,,,,
,Unknown,PIN_P22,5,B5_N2,,,,,
,Unknown,PIN_N22,5,B5_N2,,,,,
,Unknown,PIN_N21,5,B5_N2,,,,,
,Unknown,PIN_M28,5,B5_N2,,,,,
,Unknown,PIN_L29,5,B5_N2,,,,,
,Unknown,PIN_L30,5,B5_N2,,,,,
,Unknown,PIN_K29,5,B5_N2,,,,,
,Unknown,PIN_K30,5,B5_N2,,,,,
,Unknown,PIN_L28,5,B5_N2,,,,,
,Unknown,PIN_L27,5,B5_N2,,,,,
,Unknown,PIN_M26,5,B5_N2,,,,,
,Unknown,PIN_M27,5,B5_N2,,,,,
,Unknown,PIN_J29,5,B5_N2,,,,,
,Unknown,PIN_J30,5,B5_N2,,,,,
,Unknown,PIN_M21,5,B5_N2,,,,,
,Unknown,PIN_M22,5,B5_N2,,,,,
,Unknown,PIN_M23,5,B5_N2,,,,,
,Unknown,PIN_N23,5,B5_N2,,,,,
,Unknown,PIN_K27,5,B5_N2,,,,,
,Unknown,PIN_K28,5,B5_N2,,,,,
,Unknown,PIN_M25,5,B5_N1,,,,,
,Unknown,PIN_M24,5,B5_N1,,,,,
,Unknown,PIN_L26,5,B5_N1,,,,,
,Unknown,PIN_L22,5,B5_N1,,,,,
,Unknown,PIN_L21,5,B5_N1,,,,,
,Unknown,PIN_K26,5,B5_N1,,,,,
,Unknown,PIN_H29,5,B5_N1,,,,,
,Unknown,PIN_H30,5,B5_N1,,,,,
,Unknown,PIN_K23,5,B5_N1,,,,,
,Unknown,PIN_L24,5,B5_N1,,,,,
,Unknown,PIN_L25,5,B5_N1,,,,,
,Unknown,PIN_G29,5,B5_N1,,,,,
,Unknown,PIN_G30,5,B5_N1,,,,,
,Unknown,PIN_J26,5,B5_N1,,,,,
,Unknown,PIN_K24,5,B5_N1,,,,,
,Unknown,PIN_K25,5,B5_N1,,,,,
,Unknown,PIN_F29,5,B5_N1,,,,,
,Unknown,PIN_F30,5,B5_N1,,,,,
,Unknown,PIN_H26,5,B5_N1,,,,,
,Unknown,PIN_H27,5,B5_N1,,,,,
,Unknown,PIN_H28,5,B5_N1,,,,,
,Unknown,PIN_G27,5,B5_N1,,,,,
,Unknown,PIN_G28,5,B5_N1,,,,,
,Unknown,PIN_E29,5,B5_N1,,,,,
,Unknown,PIN_E30,5,B5_N1,,,,,
,Unknown,PIN_C30,5,B5_N0,,,,,
,Unknown,PIN_C29,5,B5_N0,,,,,
,Unknown,PIN_D29,5,B5_N0,,,,,
,Unknown,PIN_D28,5,B5_N0,,,,,
,Unknown,PIN_F27,5,B5_N0,,,,,
,Unknown,PIN_E28,5,B5_N0,,,,,
,Unknown,PIN_E27,5,B5_N0,,,,,
,Unknown,PIN_J25,5,B5_N0,,,,,
,Unknown,PIN_J24,5,B5_N0,,,,,
,Unknown,PIN_F28,5,B5_N0,,,,,
,Unknown,PIN_G25,5,B5_N0,,,,,
,Unknown,PIN_G26,5,B5_N0,,,,,
,Unknown,PIN_H25,5,B5_N0,,,,,
,Unknown,PIN_H24,5,B5_N0,,,,,
,Unknown,PIN_G24,5,B5_N0,,,,,
,Unknown,PIN_H23,5,B5_N0,,,,,
,Unknown,PIN_K22,,,,,,,
,Unknown,PIN_J22,,,,,,,
,Unknown,PIN_K21,,,,,,,
,Unknown,PIN_H22,,,,,,,
,Unknown,PIN_G23,,,,,,,
,Unknown,PIN_F23,4,B4_N0,,,,,
,Unknown,PIN_G22,4,B4_N0,,,,,
,Unknown,PIN_E24,4,B4_N0,,,,,
,Unknown,PIN_F24,4,B4_N0,,,,,
,Unknown,PIN_C28,4,B4_N0,,,,,
,Unknown,PIN_B29,4,B4_N0,,,,,
,Unknown,PIN_D26,4,B4_N0,,,,,
,Unknown,PIN_D27,4,B4_N0,,,,,
,Unknown,PIN_B28,4,B4_N0,,,,,
,Unknown,PIN_A28,4,B4_N0,,,,,
,Unknown,PIN_C27,4,B4_N0,,,,,
,Unknown,PIN_B27,4,B4_N0,,,,,
,Unknown,PIN_B26,4,B4_N0,,,,,
,Unknown,PIN_A26,4,B4_N0,,,,,
,Unknown,PIN_C26,4,B4_N0,,,,,
,Unknown,PIN_D25,4,B4_N0,,,,,
,Unknown,PIN_B25,4,B4_N0,,,,,
,Unknown,PIN_A25,4,B4_N0,,,,,
,Unknown,PIN_B24,4,B4_N1,,,,,
,Unknown,PIN_A24,4,B4_N1,,,,,
,Unknown,PIN_C24,4,B4_N1,,,,,
,Unknown,PIN_B23,4,B4_N1,,,,,
,Unknown,PIN_A23,4,B4_N1,,,,,
,Unknown,PIN_C22,4,B4_N1,,,,,
,Unknown,PIN_G19,4,B4_N1,,,,,
,Unknown,PIN_C21,4,B4_N1,,,,,
,Unknown,PIN_E21,4,B4_N1,,,,,
,Unknown,PIN_D21,4,B4_N1,,,,,
,Unknown,PIN_B22,4,B4_N2,,,,,
,Unknown,PIN_A22,4,B4_N2,,,,,
,Unknown,PIN_B21,4,B4_N2,,,,,
,Unknown,PIN_A21,4,B4_N2,,,,,
,Unknown,PIN_H18,4,B4_N2,,,,,
,Unknown,PIN_J18,4,B4_N2,,,,,
,Unknown,PIN_B20,4,B4_N2,,,,,
,Unknown,PIN_A20,4,B4_N2,,,,,
,Unknown,PIN_D18,4,B4_N2,,,,,
,Unknown,PIN_G17,4,B4_N3,,,,,
,Unknown,PIN_H17,4,B4_N3,,,,,
,Unknown,PIN_C17,4,B4_N3,,,,,
,Unknown,PIN_G16,4,B4_N3,,,,,
,Unknown,PIN_F16,4,B4_N3,,,,,
,Unknown,PIN_H16,4,B4_N3,,,,,
,Unknown,PIN_D16,4,B4_N3,,,,,
,Unknown,PIN_G15,3,B3_N0,,,,,
,Unknown,PIN_H15,3,B3_N0,,,,,
,Unknown,PIN_E15,3,B3_N0,,,,,
,Unknown,PIN_D15,3,B3_N0,,,,,
,Unknown,PIN_E14,3,B3_N0,,,,,
,Unknown,PIN_D14,3,B3_N0,,,,,
,Unknown,PIN_H14,3,B3_N0,,,,,
,Unknown,PIN_C14,3,B3_N0,,,,,
,Unknown,PIN_G14,3,B3_N0,,,,,
,Unknown,PIN_E13,3,B3_N0,,,,,
,Unknown,PIN_F13,3,B3_N0,,,,,
,Unknown,PIN_J13,3,B3_N0,,,,,
,Unknown,PIN_G13,3,B3_N1,,,,,
,Unknown,PIN_D12,3,B3_N1,,,,,
,Unknown,PIN_H13,3,B3_N1,,,,,
,Unknown,PIN_D13,3,B3_N1,,,,,
,Unknown,PIN_E12,3,B3_N1,,,,,
,Unknown,PIN_F12,3,B3_N1,,,,,
,Unknown,PIN_B10,3,B3_N1,,,,,
,Unknown,PIN_B9,3,B3_N1,,,,,
,Unknown,PIN_A9,3,B3_N1,,,,,
,Unknown,PIN_F11,3,B3_N1,,,,,
,Unknown,PIN_E11,3,B3_N1,,,,,
,Unknown,PIN_G12,3,B3_N1,,,,,
,Unknown,PIN_H12,3,B3_N1,,,,,
,Unknown,PIN_D10,3,B3_N2,,,,,
,Unknown,PIN_C10,3,B3_N2,,,,,
,Unknown,PIN_J12,3,B3_N2,,,,,
,Unknown,PIN_H11,3,B3_N2,,,,,
,Unknown,PIN_C9,3,B3_N2,,,,,
,Unknown,PIN_D9,3,B3_N2,,,,,
,Unknown,PIN_B8,3,B3_N2,,,,,
,Unknown,PIN_A8,3,B3_N2,,,,,
,Unknown,PIN_E10,3,B3_N2,,,,,
,Unknown,PIN_D8,3,B3_N2,,,,,
,Unknown,PIN_E9,3,B3_N2,,,,,
,Unknown,PIN_G11,3,B3_N2,,,,,
,Unknown,PIN_B7,3,B3_N2,,,,,
,Unknown,PIN_A7,3,B3_N2,,,,,
,Unknown,PIN_C7,3,B3_N2,,,,,
,Unknown,PIN_B6,3,B3_N2,,,,,
,Unknown,PIN_A6,3,B3_N2,,,,,
,Unknown,PIN_D7,3,B3_N2,,,,,
,Unknown,PIN_D6,3,B3_N2,,,,,
,Unknown,PIN_B5,3,B3_N3,,,,,
,Unknown,PIN_A5,3,B3_N3,,,,,
,Unknown,PIN_C4,3,B3_N3,,,,,
,Unknown,PIN_B4,3,B3_N3,,,,,
,Unknown,PIN_H10,3,B3_N3,,,,,
,Unknown,PIN_G10,3,B3_N3,,,,,
,Unknown,PIN_C5,3,B3_N3,,,,,
,Unknown,PIN_G9,3,B3_N3,,,,,
,Unknown,PIN_B3,3,B3_N3,,,,,
,Unknown,PIN_A3,3,B3_N3,,,,,
,Unknown,PIN_E8,3,B3_N3,,,,,
,Unknown,PIN_F8,3,B3_N3,,,,,
,Unknown,PIN_E7,3,B3_N3,,,,,
,Unknown,PIN_F7,3,B3_N3,,,,,
,Unknown,PIN_D5,3,B3_N3,,,,,
,Unknown,PIN_D4,3,B3_N3,,,,,
,Unknown,PIN_G8,,,,,,,
,Unknown,PIN_H9,,,,,,,
,Unknown,PIN_AA13,,,,,,,
,Unknown,PIN_AA14,,,,,,,
,Unknown,PIN_AA17,,,,,,,
,Unknown,PIN_AA18,,,,,,,
,Unknown,PIN_K13,,,,,,,
,Unknown,PIN_K14,,,,,,,
,Unknown,PIN_K17,,,,,,,
,Unknown,PIN_K18,,,,,,,
,Unknown,PIN_L13,,,,,,,
,Unknown,PIN_L14,,,,,,,
,Unknown,PIN_L15,,,,,,,
,Unknown,PIN_L16,,,,,,,
,Unknown,PIN_L17,,,,,,,
,Unknown,PIN_L18,,,,,,,
,Unknown,PIN_L19,,,,,,,
,Unknown,PIN_M12,,,,,,,
,Unknown,PIN_M13,,,,,,,
,Unknown,PIN_M14,,,,,,,
,Unknown,PIN_M15,,,,,,,
,Unknown,PIN_M17,,,,,,,
,Unknown,PIN_M18,,,,,,,
,Unknown,PIN_M19,,,,,,,
,Unknown,PIN_N11,,,,,,,
,Unknown,PIN_N12,,,,,,,
,Unknown,PIN_N19,,,,,,,
,Unknown,PIN_N20,,,,,,,
,Unknown,PIN_P11,,,,,,,
,Unknown,PIN_P12,,,,,,,
,Unknown,PIN_P19,,,,,,,
,Unknown,PIN_P20,,,,,,,
,Unknown,PIN_R12,,,,,,,
,Unknown,PIN_R19,,,,,,,
,Unknown,PIN_T12,,,,,,,
,Unknown,PIN_T19,,,,,,,
,Unknown,PIN_U11,,,,,,,
,Unknown,PIN_U12,,,,,,,
,Unknown,PIN_U19,,,,,,,
,Unknown,PIN_U20,,,,,,,
,Unknown,PIN_V11,,,,,,,
,Unknown,PIN_V12,,,,,,,
,Unknown,PIN_V19,,,,,,,
,Unknown,PIN_V20,,,,,,,
,Unknown,PIN_W12,,,,,,,
,Unknown,PIN_W13,,,,,,,
,Unknown,PIN_W14,,,,,,,
,Unknown,PIN_W16,,,,,,,
,Unknown,PIN_W17,,,,,,,
,Unknown,PIN_W18,,,,,,,
,Unknown,PIN_W19,,,,,,,
,Unknown,PIN_Y12,,,,,,,
,Unknown,PIN_Y13,,,,,,,
,Unknown,PIN_Y14,,,,,,,
,Unknown,PIN_Y15,,,,,,,
,Unknown,PIN_Y16,,,,,,,
,Unknown,PIN_Y17,,,,,,,
,Unknown,PIN_Y18,,,,,,,
,Unknown,PIN_D1,2,,,,,,
,Unknown,PIN_F5,2,,,,,,
,Unknown,PIN_J3,2,,,,,,
,Unknown,PIN_L11,2,,,,,,
,Unknown,PIN_N5,2,,,,,,
,Unknown,PIN_R1,2,,,,,,
,Unknown,PIN_R10,2,,,,,,
,Unknown,PIN_AB3,1,,,,,,
,Unknown,PIN_AE5,1,,,,,,
,Unknown,PIN_AG1,1,,,,,,
,Unknown,PIN_T1,1,,,,,,
,Unknown,PIN_T10,1,,,,,,
,Unknown,PIN_V5,1,,,,,,
,Unknown,PIN_Y11,1,,,,,,
,Unknown,PIN_AB11,8,,,,,,
,Unknown,PIN_AB15,8,,,,,,
,Unknown,PIN_AE10,8,,,,,,
,Unknown,PIN_AF6,8,,,,,,
,Unknown,PIN_AF13,8,,,,,,
,Unknown,PIN_AH8,8,,,,,,
,Unknown,PIN_AH11,8,,,,,,
,Unknown,PIN_AK4,8,,,,,,
,Unknown,PIN_AK15,8,,,,,,
,Unknown,PIN_AB16,7,,,,,,
,Unknown,PIN_AB20,7,,,,,,
,Unknown,PIN_AE21,7,,,,,,
,Unknown,PIN_AF19,7,,,,,,
,Unknown,PIN_AF25,7,,,,,,
,Unknown,PIN_AH21,7,,,,,,
,Unknown,PIN_AH23,7,,,,,,
,Unknown,PIN_AK16,7,,,,,,
,Unknown,PIN_AK27,7,,,,,,
,Unknown,PIN_AB28,6,,,,,,
,Unknown,PIN_AE26,6,,,,,,
,Unknown,PIN_AG30,6,,,,,,
,Unknown,PIN_T21,6,,,,,,
,Unknown,PIN_T30,6,,,,,,
,Unknown,PIN_V26,6,,,,,,
,Unknown,PIN_Y20,6,,,,,,
,Unknown,PIN_D30,5,,,,,,
,Unknown,PIN_F26,5,,,,,,
,Unknown,PIN_J23,5,,,,,,
,Unknown,PIN_J28,5,,,,,,
,Unknown,PIN_L20,5,,,,,,
,Unknown,PIN_N27,5,,,,,,
,Unknown,PIN_R21,5,,,,,,
,Unknown,PIN_R30,5,,,,,,
,Unknown,PIN_A16,4,,,,,,
,Unknown,PIN_A27,4,,,,,,
,Unknown,PIN_C20,4,,,,,,
,Unknown,PIN_C23,4,,,,,,
,Unknown,PIN_E18,4,,,,,,
,Unknown,PIN_E25,4,,,,,,
,Unknown,PIN_F21,4,,,,,,
,Unknown,PIN_J16,4,,,,,,
,Unknown,PIN_J20,4,,,,,,
,Unknown,PIN_A4,3,,,,,,
,Unknown,PIN_A15,3,,,,,,
,Unknown,PIN_C8,3,,,,,,
,Unknown,PIN_C11,3,,,,,,
,Unknown,PIN_E6,3,,,,,,
,Unknown,PIN_F10,3,,,,,,
,Unknown,PIN_F15,3,,,,,,
,Unknown,PIN_J11,3,,,,,,
,Unknown,PIN_J15,3,,,,,,
,Unknown,PIN_AA11,,,,,,,
,Unknown,PIN_AA12,,,,,,,
,Unknown,PIN_AA15,,,,,,,
,Unknown,PIN_AA16,,,,,,,
,Unknown,PIN_AA19,,,,,,,
,Unknown,PIN_AA20,,,,,,,
,Unknown,PIN_K11,,,,,,,
,Unknown,PIN_K12,,,,,,,
,Unknown,PIN_K15,,,,,,,
,Unknown,PIN_K16,,,,,,,
,Unknown,PIN_K19,,,,,,,
,Unknown,PIN_K20,,,,,,,
,Unknown,PIN_L12,,,,,,,
,Unknown,PIN_M16,,,,,,,
,Unknown,PIN_N13,,,,,,,
,Unknown,PIN_N14,,,,,,,
,Unknown,PIN_N15,,,,,,,
,Unknown,PIN_N16,,,,,,,
,Unknown,PIN_N17,,,,,,,
,Unknown,PIN_N18,,,,,,,
,Unknown,PIN_P13,,,,,,,
,Unknown,PIN_P14,,,,,,,
,Unknown,PIN_P15,,,,,,,
,Unknown,PIN_P16,,,,,,,
,Unknown,PIN_P17,,,,,,,
,Unknown,PIN_P18,,,,,,,
,Unknown,PIN_R11,,,,,,,
,Unknown,PIN_R13,,,,,,,
,Unknown,PIN_R14,,,,,,,
,Unknown,PIN_R15,,,,,,,
,Unknown,PIN_R16,,,,,,,
,Unknown,PIN_R17,,,,,,,
,Unknown,PIN_R18,,,,,,,
,Unknown,PIN_R20,,,,,,,
,Unknown,PIN_T11,,,,,,,
,Unknown,PIN_T13,,,,,,,
,Unknown,PIN_T14,,,,,,,
,Unknown,PIN_T15,,,,,,,
,Unknown,PIN_T16,,,,,,,
,Unknown,PIN_T17,,,,,,,
,Unknown,PIN_T18,,,,,,,
,Unknown,PIN_T20,,,,,,,
,Unknown,PIN_U13,,,,,,,
,Unknown,PIN_U14,,,,,,,
,Unknown,PIN_U15,,,,,,,
,Unknown,PIN_U16,,,,,,,
,Unknown,PIN_U17,,,,,,,
,Unknown,PIN_U18,,,,,,,
,Unknown,PIN_V13,,,,,,,
,Unknown,PIN_V14,,,,,,,
,Unknown,PIN_V15,,,,,,,
,Unknown,PIN_V16,,,,,,,
,Unknown,PIN_V17,,,,,,,
,Unknown,PIN_V18,,,,,,,
,Unknown,PIN_W15,,,,,,,
,Unknown,PIN_Y19,,,,,,,
,Unknown,PIN_A2,,,,,,,
,Unknown,PIN_A13,,,,,,,
,Unknown,PIN_A18,,,,,,,
,Unknown,PIN_A29,,,,,,,
,Unknown,PIN_AB4,,,,,,,
,Unknown,PIN_AB10,,,,,,,
,Unknown,PIN_AB14,,,,,,,
,Unknown,PIN_AB17,,,,,,,
,Unknown,PIN_AB21,,,,,,,
,Unknown,PIN_AB27,,,,,,,
,Unknown,PIN_AE6,,,,,,,
,Unknown,PIN_AE9,,,,,,,
,Unknown,PIN_AE14,,,,,,,
,Unknown,PIN_AE18,,,,,,,
,Unknown,PIN_AE22,,,,,,,
,Unknown,PIN_AE25,,,,,,,
,Unknown,PIN_AF5,,,,,,,
,Unknown,PIN_AF26,,,,,,,
,Unknown,PIN_AG11,,,,,,,
,Unknown,PIN_AG21,,,,,,,
,Unknown,PIN_AH6,,,,,,,
,Unknown,PIN_AH25,,,,,,,
,Unknown,PIN_AJ1,,,,,,,
,Unknown,PIN_AJ30,,,,,,,
,Unknown,PIN_AK2,,,,,,,
,Unknown,PIN_AK13,,,,,,,
,Unknown,PIN_AK18,,,,,,,
,Unknown,PIN_AK29,,,,,,,
,Unknown,PIN_B1,,,,,,,
,Unknown,PIN_B30,,,,,,,
,Unknown,PIN_C6,,,,,,,
,Unknown,PIN_C25,,,,,,,
,Unknown,PIN_D11,,,,,,,
,Unknown,PIN_D20,,,,,,,
,Unknown,PIN_E5,,,,,,,
,Unknown,PIN_E26,,,,,,,
,Unknown,PIN_F6,,,,,,,
,Unknown,PIN_F9,,,,,,,
,Unknown,PIN_F14,,,,,,,
,Unknown,PIN_F17,,,,,,,
,Unknown,PIN_F22,,,,,,,
,Unknown,PIN_F25,,,,,,,
,Unknown,PIN_J4,,,,,,,
,Unknown,PIN_J10,,,,,,,
,Unknown,PIN_J14,,,,,,,
,Unknown,PIN_J17,,,,,,,
,Unknown,PIN_J21,,,,,,,
,Unknown,PIN_J27,,,,,,,
,Unknown,PIN_L23,,,,,,,
,Unknown,PIN_M11,,,,,,,
,Unknown,PIN_M20,,,,,,,
,Unknown,PIN_N1,,,,,,,
,Unknown,PIN_N6,,,,,,,
,Unknown,PIN_N26,,,,,,,
,Unknown,PIN_N30,,,,,,,
,Unknown,PIN_P10,,,,,,,
,Unknown,PIN_P21,,,,,,,
,Unknown,PIN_U10,,,,,,,
,Unknown,PIN_U21,,,,,,,
,Unknown,PIN_V1,,,,,,,
,Unknown,PIN_V6,,,,,,,
,Unknown,PIN_V25,,,,,,,
,Unknown,PIN_V30,,,,,,,
,Unknown,PIN_W11,,,,,,,
,Unknown,PIN_W20,,,,,,,
